topic_id,area,area_name,topic_name,edge_optional,scope,page_types,status,supersedes_topic_id,doc_md_path,rules_csv_path,qa_rules_csv_path,prompt_fragment_path,config_paths,code_modules,owner,review_cycle_days,notes
g-localbusiness-schema,G,Structured Data (Schema.org JSON-LD),LocalBusiness Schema (Local),no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-localbusiness-schema/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-localbusiness-schema/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-localbusiness-schema/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-localbusiness-schema/v1/prompt_fragment.md,,,operator,180,
g-schema-consistency,G,Structured Data (Schema.org JSON-LD),"Schema Consistency Rules (@id, sameAs, Entity-Konsistenz)",no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-schema-consistency/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-schema-consistency/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-schema-consistency/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/g-schema-consistency/v1/prompt_fragment.md,,,operator,180,
h-link-strategy,H,Internal Linking & Page Relationships,Internal Linking Strategy (Linkgraph Regeln),no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-strategy/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-strategy/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-strategy/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-strategy/v1/prompt_fragment.md,,,operator,180,
h-anchor-policy,H,Internal Linking & Page Relationships,Anchor Text Policy (Over-Optimization Schutz),no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-anchor-policy/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-anchor-policy/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-anchor-policy/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-anchor-policy/v1/prompt_fragment.md,,,operator,180,
h-orphans-broken,H,Internal Linking & Page Relationships,Orphan/Broken Link Detection & Fix Workflow,no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-orphans-broken/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-orphans-broken/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-orphans-broken/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-orphans-broken/v1/prompt_fragment.md,,,operator,180,
h-link-attributes-policy,H,Internal Linking & Page Relationships,Link Attribute Policy (nofollow/ugc/sponsored),yes,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-attributes-policy/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-attributes-policy/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-attributes-policy/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/h-link-attributes-policy/v1/prompt_fragment.md,,,operator,180,
i-hero-cta,I,CRO/UX for SEO Pages,Hero/CTA Blueprint (Above-the-fold),no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-hero-cta/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-hero-cta/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-hero-cta/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-hero-cta/v1/prompt_fragment.md,,,operator,180,
i-trust-proof,I,CRO/UX for SEO Pages,"Trust & Proof System (Cases, Logos, Reviews)",no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-trust-proof/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-trust-proof/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-trust-proof/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-trust-proof/v1/prompt_fragment.md,,,operator,180,
i-form-ux,I,CRO/UX for SEO Pages,Form UX Rules + Event Mapping (Friction Removal),no,global+tenant,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-form-ux/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-form-ux/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-form-ux/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/i-form-ux/v1/prompt_fragment.md,,,operator,180,
j-cwv-targets,J,Performance & Core Web Vitals,CWV Targets & Monitoring (LCP/INP/CLS),no,global,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-cwv-targets/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-cwv-targets/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-cwv-targets/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-cwv-targets/v1/prompt_fragment.md,,,operator,180,
j-perf-budget,J,Performance & Core Web Vitals,Performance Budget (Release Gate),no,global,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-perf-budget/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-perf-budget/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-perf-budget/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-perf-budget/v1/prompt_fragment.md,,,operator,180,
j-images,J,Performance & Core Web Vitals,Image Optimization System (srcset/lazy/compress),no,global,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-images/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-images/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-images/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-images/v1/prompt_fragment.md,,,operator,180,
j-fonts-thirdparty,J,Performance & Core Web Vitals,Fonts & Third-Party Script Policy,no,global,any_content_page,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-fonts-thirdparty/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-fonts-thirdparty/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-fonts-thirdparty/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/j-fonts-thirdparty/v1/prompt_fragment.md,,,operator,180,
k-hreflang-rules,K,International SEO & Language Variations,hreflang Rules (inkl. x-default),no,global+tenant,multilang_sites,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-hreflang-rules/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-hreflang-rules/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-hreflang-rules/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-hreflang-rules/v1/prompt_fragment.md,,,operator,180,
k-locale-mapping,K,International SEO & Language Variations,Language/Region Mapping (Locale Codes),no,global+tenant,multilang_sites,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-locale-mapping/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-locale-mapping/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-locale-mapping/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-locale-mapping/v1/prompt_fragment.md,,,operator,180,
k-translation-workflow,K,International SEO & Language Variations,Translation Workflow + QA,no,global+tenant,multilang_sites,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-translation-workflow/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-translation-workflow/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-translation-workflow/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-translation-workflow/v1/prompt_fragment.md,,,operator,180,
k-intl-duplicate-control,K,International SEO & Language Variations,International Duplicate Control (hreflang/canonical),no,global+tenant,multilang_sites,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-intl-duplicate-control/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-intl-duplicate-control/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-intl-duplicate-control/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/k-intl-duplicate-control/v1/prompt_fragment.md,,,operator,180,
l-gbp-ops,L,Local SEO,Google Business Profile Operations,no,global+tenant,local_pages,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-gbp-ops/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-gbp-ops/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-gbp-ops/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-gbp-ops/v1/prompt_fragment.md,,,operator,180,
l-nap-consistency,L,Local SEO,NAP Consistency System,no,global+tenant,local_pages,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-nap-consistency/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-nap-consistency/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-nap-consistency/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-nap-consistency/v1/prompt_fragment.md,,,operator,180,
l-location-pages,L,Local SEO,Location Page Blueprint (Local Intent),no,global+tenant,local_pages,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-location-pages/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-location-pages/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-location-pages/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-location-pages/v1/prompt_fragment.md,,,operator,180,
l-review-strategy,L,Local SEO,Review Strategy & SOP,no,global+tenant,local_pages,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-review-strategy/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-review-strategy/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-review-strategy/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-review-strategy/v1/prompt_fragment.md,,,operator,180,
l-offsite-reputation,L,Local SEO,Off-site Reviews/Reputation (Plattformen/Verzeichnisse),yes,global+tenant,local_pages,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-offsite-reputation/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-offsite-reputation/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-offsite-reputation/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/l-offsite-reputation/v1/prompt_fragment.md,,,operator,180,
m-editorial-workflow,M,Content Operations,Editorial Workflow (Draft→Review→Publish),no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-editorial-workflow/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-editorial-workflow/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-editorial-workflow/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-editorial-workflow/v1/prompt_fragment.md,,,operator,180,
m-versioning,M,Content Operations,Content Versioning & Change Logs,no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-versioning/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-versioning/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-versioning/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-versioning/v1/prompt_fragment.md,,,operator,180,
m-content-decay,M,Content Operations,Content Decay Monitoring & Refresh Queue,no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-content-decay/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-content-decay/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-content-decay/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-content-decay/v1/prompt_fragment.md,,,operator,180,
m-pruning-redirects,M,Content Operations,Content Pruning & Redirect SOP,no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-pruning-redirects/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-pruning-redirects/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-pruning-redirects/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/m-pruning-redirects/v1/prompt_fragment.md,,,operator,180,
n-gdpr-rules,N,Compliance & Risk,GDPR/DSGVO Rules (Vendors/Legal Basis),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-gdpr-rules/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-gdpr-rules/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-gdpr-rules/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-gdpr-rules/v1/prompt_fragment.md,,,operator,180,
n-cookie-banner-spec,N,Compliance & Risk,Cookie Banner / Consent Spec,no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-cookie-banner-spec/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-cookie-banner-spec/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-cookie-banner-spec/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-cookie-banner-spec/v1/prompt_fragment.md,,,operator,180,
n-claims-policy,N,Compliance & Risk,Claims/Disclaimer Policy (YMYL-Risiko),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-claims-policy/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-claims-policy/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-claims-policy/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-claims-policy/v1/prompt_fragment.md,,,operator,180,
n-a11y-compliance-edge,N,Compliance & Risk,Accessibility Compliance Audit Plan,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-a11y-compliance-edge/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-a11y-compliance-edge/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-a11y-compliance-edge/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-a11y-compliance-edge/v1/prompt_fragment.md,,,operator,180,
n-spam-policy-compliance,N,Compliance & Risk,Spam-Policy Compliance Checklist (Sitewide Risk Controls),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-spam-policy-compliance/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-spam-policy-compliance/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-spam-policy-compliance/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-spam-policy-compliance/v1/prompt_fragment.md,,,operator,180,
n-site-reputation-abuse-controls,N,Compliance & Risk,Controls gegen Site Reputation Abuse / “Parasite SEO”,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-site-reputation-abuse-controls/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-site-reputation-abuse-controls/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-site-reputation-abuse-controls/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-site-reputation-abuse-controls/v1/prompt_fragment.md,,,operator,180,
n-manual-actions-playbook,N,Compliance & Risk,Manual Actions & Reconsideration Playbook,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-manual-actions-playbook/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-manual-actions-playbook/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-manual-actions-playbook/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/n-manual-actions-playbook/v1/prompt_fragment.md,,,operator,180,
o-measurement-plan,O,Analytics & Measurement,Measurement Plan (Events/Conversions/KPIs),no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-measurement-plan/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-measurement-plan/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-measurement-plan/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-measurement-plan/v1/prompt_fragment.md,,,operator,180,
o-gsc-monitoring,O,Analytics & Measurement,GSC Monitoring + Alerts,no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-gsc-monitoring/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-gsc-monitoring/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-gsc-monitoring/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-gsc-monitoring/v1/prompt_fragment.md,,,operator,180,
o-seo-ab-testing,O,Analytics & Measurement,SEO A/B Testing SOP,yes,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-seo-ab-testing/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-seo-ab-testing/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-seo-ab-testing/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-seo-ab-testing/v1/prompt_fragment.md,,,operator,180,
o-surface-reporting,O,Analytics & Measurement,Surface Reporting (Web/Discover/News/Video/Image getrennt),yes,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-surface-reporting/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-surface-reporting/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-surface-reporting/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-surface-reporting/v1/prompt_fragment.md,,,operator,180,
o-alerting-anomaly-detection,O,Analytics & Measurement,Anomaly Detection & Alerting (Index/CTR/Clicks/Errors),no,global+tenant,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-alerting-anomaly-detection/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-alerting-anomaly-detection/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-alerting-anomaly-detection/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/o-alerting-anomaly-detection/v1/prompt_fragment.md,,,operator,180,
p-prompt-library,P,AI & Automation Layer,Prompt Library pro Page Type,no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-prompt-library/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-prompt-library/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-prompt-library/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-prompt-library/v1/prompt_fragment.md,,,operator,180,
p-rag-sources,P,AI & Automation Layer,RAG Source Governance (Allowlist/Policies),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-rag-sources/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-rag-sources/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-rag-sources/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-rag-sources/v1/prompt_fragment.md,,,operator,180,
p-hitl,P,AI & Automation Layer,Human-in-the-Loop Review Gates (Risk-based),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-hitl/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-hitl/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-hitl/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-hitl/v1/prompt_fragment.md,,,operator,180,
p-qa-automation,P,AI & Automation Layer,"Automated SEO QA (Lint/Validators, Build-Fails)",no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-qa-automation/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-qa-automation/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-qa-automation/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/p-qa-automation/v1/prompt_fragment.md,,,operator,180,
q-robots-txt,Q,Files & Protocols,robots.txt File (Versioning),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-robots-txt/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-robots-txt/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-robots-txt/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-robots-txt/v1/prompt_fragment.md,,,operator,180,
q-xml-sitemaps,Q,Files & Protocols,XML Sitemaps (Index + Regeln),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-xml-sitemaps/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-xml-sitemaps/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-xml-sitemaps/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-xml-sitemaps/v1/prompt_fragment.md,,,operator,180,
q-rss-atom,Q,Files & Protocols,RSS/Atom Feeds,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-rss-atom/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-rss-atom/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-rss-atom/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-rss-atom/v1/prompt_fragment.md,,,operator,180,
q-llms-txt,Q,Files & Protocols,llms.txt Policy & Update Workflow,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-llms-txt/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-llms-txt/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-llms-txt/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-llms-txt/v1/prompt_fragment.md,,,operator,180,
q-security-headers,Q,Files & Protocols,Security Headers Baseline (SEO-relevant),no,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-security-headers/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-security-headers/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-security-headers/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-security-headers/v1/prompt_fragment.md,,,operator,180,
q-news-sitemap,Q,Files & Protocols,News Sitemap,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-news-sitemap/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-news-sitemap/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-news-sitemap/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-news-sitemap/v1/prompt_fragment.md,,,operator,180,
q-image-video-sitemaps,Q,Files & Protocols,Image/Video Sitemaps,yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-image-video-sitemaps/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-image-video-sitemaps/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-image-video-sitemaps/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-image-video-sitemaps/v1/prompt_fragment.md,,,operator,180,
q-feed-for-discover,Q,Files & Protocols,Discover Monitoring/Eligibility Setup (Prozess + Reporting),yes,global,sitewide,planned,,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-feed-for-discover/v1/topic.md,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-feed-for-discover/v1/rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-feed-for-discover/v1/qa_rules.csv,seo_content_os_scaffold_v4/shared/topics/v1/topics/q-feed-for-discover/v1/prompt_fragment.md,,,operator,180,
